,ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
246,KLOG_11/15/2021_9:20,0,0,0,812.9539267,0,10.98586387,131.8303665,0,0,0,0,0,131.8303665,0,54.92931937,0,197.7455497,0,329.5759162,0,0,10.98586387,0,0,0,0,0,1581.964398,10.98586387,0,10.98586387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.8586387,0,0,11/15/2021,KLOG,9:20,14.695,710,883,574.256,0.44,77.9,7.88,7.81,25.24,8.25,0.64,559806,560405,1,,1.137825859
247,KLOG_11/22/2021_12:10,0,5.137027683,0,513.7027683,0,0,20.54811073,5.137027683,0,0,0,0,41.09622145,0,10.27405536,0,241.440301,0,226.029218,0,0,0,0,0,0,0,0,328.7697717,0,0,0,0,0,0,0,0,0,5.137027683,0,0,0,0,0,0,0,0,0,0,0,56.5073045,5.137027683,0,11/22/2021,KLOG,12:10,13.288,619,798,518.905,0.39,91.4,9.56,7.97,25.16,4.81,0.11,4397,4824,1,,0.811104577
248,KLOG_11/29/2021_9:20,0,0,0,396.9599806,0,16.36948374,110.4940152,0,0,0,0,0,36.8313384,0,16.36948374,0,360.1286422,4.092370934,204.6185466,0,0,0,0,0,0,0,0,266.0041106,12.2771128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2771128,8.184741866,0,11/29/2021,KLOG,9:20,11.141,567,771,500.795,0.38,93.9,10.29,8.05,15.57,14.6,1.54,593634,594170,1,,1.018154692
249,KLOG_11/8/2021_10:50,0,0,48.8351203,7520.608527,0,0,586.0214436,0,0,0,0,0,0,0,586.0214436,0,146.5053609,0,195.3404812,0,0,0,0,0,0,0,0,3711.469143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11/8/2021,KLOG,10:50,15.029,575,710,461.484,0.35,77.3,7.75,7.75,30.83,5.4,0.08,537741,538280,2,,1.023853319
250,KLOG_12/14/2021_11:30,0,18.25390419,91.26952095,328.5702754,0,54.76171257,18.25390419,18.25390419,91.26952095,0,0,0,146.0312335,182.5390419,2573.800491,0,1588.089665,0,1131.74206,0,0,0,0,0,0,0,0,438.0937006,0,18.25390419,0,0,0,0,18.25390419,0,0,0,109.5234251,0,0,0,0,0,0,0,0,0,0,164.2851377,73.01561676,0,12/14/2021,KLOG,11:30,9.384,364.4,519,337.717,0.25,93.1,10.65,8.04,213.05,5.5,0.88,5503,6224,1,,1.369570024
251,KLOG_12/20/2021_11:00,0,176.362679,0,1499.082772,0,44.09066975,352.725358,44.09066975,2028.170809,0,44.09066975,0,484.9973673,44.09066975,896098.7721,0,484.9973673,0,661.3600463,0,0,0,0,0,0,0,0,2601.349515,0,44.09066975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.2720093,88.18133951,0,12/20/2021,KLOG,11:00,7.749,416.2,621,403.325,0.3,85.3,10.12,7.97,44.97,3.96,0.37,17978,18575,4,,1.134026774
252,KLOG_12/28/2021_10:55,0,7.78761238,7.78761238,229.7345652,0,0,11.68141857,3.89380619,42.83186809,0,0,0,15.57522476,0,93.45134856,0,42.83186809,0,136.2832166,0,0,0,3.89380619,11.68141857,0,0,0,471.150549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.46903095,15.57522476,0,12/28/2021,KLOG,10:55,8.401,125,183,118.933,0.09,87.6,10.26,7.73,24.47,1.61,0.09,52488,53164,1,,1.284090619
253,KLOG_12/6/2021_9:20,0,0,0,744.5127967,0,0,160.1102789,16.01102789,0,0,0,0,24.01654183,0,8.005513942,0,520.3584063,0,64.04411154,0,0,8.005513942,0,0,0,0,0,280.192988,0,0,0,0,0,0,0,0,8.005513942,0,0,0,0,0,0,0,0,0,0,0,0,16.01102789,0,0,12/6/2021,KLOG,9:20,11.477,618,833,541.582,0.41,88.8,9.65,7.96,15.09,10.29,0.85,607619,608167,1,,1.0409492
254,KLOG_2/15/2022_8:45,0,24.06044775,192.483582,6111.35373,0,24.06044775,168.4231343,0,72.18134326,0,0,0,0,0,192.483582,0,1467.687313,0,168.4231343,0,0,0,0,24.06044775,0,0,0,914.2970147,0,0,0,0,0,0,0,0,0,24.06044775,0,0,0,0,0,0,0,0,0,0,0,120.3022388,72.18134326,0,2/15/2022,KLOG,8:45,13.377,876,1124,730.955,0.56,89.5,9.3,7.98,21.9,8.34,0.58,683628,684175,1,,1.039049658
255,KLOG_2/22/2022_8:50,0,48.65458381,0,3065.23878,24.32729191,145.9637514,827.1279248,0,170.2910433,0,0,0,72.98187572,0,632.5095896,0,2457.056483,0,243.2729191,0,0,0,0,0,0,0,0,462.2185462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.6364595,24.32729191,0,2/22/2022,KLOG,8:50,11.667,920,1232,800.604,0.62,92.4,9.99,8.11,18.35,10.5,0.68,713494,714035,2,,1.027652404
256,KLOG_2/8/2022_9:10,75.47564113,113.2134617,188.6891028,3509.617312,0,37.73782056,75.47564113,37.73782056,2415.220516,0,75.47564113,113.2134617,0,0,2566.171798,0,1018.921155,0,113.2134617,0,0,0,0,0,0,0,0,1849.153208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/8/2022,KLOG,9:10,9.65,691,928,636.088,0.49,94.7,10.73,8.06,24.54,8.82,0.81,666557,667115,4,,1.059944623
257,KLOG_3/1/2022_8:35,0,359.96075,179.980375,3239.64675,0,0,0,0,10438.86175,0,21237.68425,0,0,179.980375,8819.038375,179.980375,11338.76362,0,539.941125,0,0,0,539.941125,0,0,0,0,179.980375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/1/2022,KLOG,8:35,11.761,878,1174,763.34,0.59,99.2,10.68,8.07,13.26,6.79,-0.03,743098,743683,9,,1.111232266
258,KLOG_3/15/2022_8:40,0,0,24.37234245,1437.968204,0,48.74468489,0,0,0,0,0,0,0,24.37234245,243.7234245,0,3802.085422,0,292.4681094,0,0,24.37234245,0,24.37234245,0,0,0,682.4255885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/15/2022,KLOG,8:40,14.231,707,890,578.195,0.44,98.3,10.05,8.01,15.32,12.99,0.2,808816,809356,1,,1.025752861
259,KLOG_3/22/2022_8:40,0,26.48101594,0,2621.620578,0,0,132.4050797,0,0,0,0,0,26.48101594,0,264.8101594,0,4395.848646,0,211.8481275,0,0,0,0,52.96203188,0,0,0,3389.57004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/22/2022,KLOG,8:40,15.553,575,702,456.347,0.34,96.1,9.55,7.96,23.72,10.19,0.23,840616,841113,1,,0.944072541
260,KLOG_3/29/2022_8:40,0,0,24.5542256,3953.230322,0,49.1084512,245.542256,0,0,0,0,0,73.6626768,24.5542256,220.9880304,0,3339.374682,0,441.9760608,0,0,24.5542256,24.5542256,0,0,49.1084512,0,499482.0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5542256,0,0,0,0,3/29/2022,KLOG,8:40,16.953,654,771,500.189,0.38,92.4,8.9,7.8,21.18,7.64,-0.02,874360,874896,2,,1.018154692
261,KLOG_3/8/2022_8:45,0,107.877584,0,898.9798668,0,0,107.877584,0,251.7143628,0,0,0,575.3471148,35.95919468,1474.326981,0,727238.7531,0,107.877584,0,0,0,0,0,0,0,0,827.0614775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.95919468,0,0,3/8/2022,KLOG,8:45,11.656,360.8,485.1,314.137,0.23,96.2,10.43,7.98,8.79,3.33,-0.22,775962,776511,2,,1.042848742
262,KLOG_4/11/2022_9:10,0,23.13016682,23.13016682,3608.306024,0,0,69.39050047,0,23.13016682,0,0,0,462.6033364,0,1156.508341,0,1017.72734,0,161.9111678,0,23.13016682,0,0,0,0,0,0,508.8636701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/11/2022,KLOG,9:10,15.998,320.9,387.3,251.859,0.19,92.2,9.08,7.9,6.39,5.6,-0.21,909365,909934,2,,1.080839589
263,KLOG_4/18/2022_9:20,0,0,70.13000846,981.8201185,0,0,187.0133559,0,0,0,0,0,46.75333898,0,1332.470161,23.37666949,981.8201185,0,374.0267118,0,0,0,0,0,0,0,0,472068.4636,0,0,0,0,0,23.37666949,0,0,0,93.50667795,23.37666949,0,0,0,0,0,0,0,0,0,0,0,0,0,4/18/2022,KLOG,9:20,15.194,272.4,335.5,218.452,0.16,90,9.04,7.8,7.78,5.52,-0.13,921204,921767,1,,1.069442335
264,KLOG_4/25/2022_9:10,0,0,0,9817.90052,0,0,169.2741469,0,0,0,0,0,338.5482938,0,10748.90833,0,338.5482938,0,423.1853673,0,0,0,0,0,0,0,0,3046.934644,0,0,84.63707345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/25/2022,KLOG,9:10,16.495,242.7,289.5,188.269,0.14,95.6,9.32,7.71,1790,698,-0.09,931576,932198,3,,1.181515333
265,KLOG_4/4/2022_7:10,28.21235781,28.21235781,0,4062.579526,0,56.42471564,253.9112204,28.21235781,56.42471564,0,0,0,169.2741469,0,84.63707345,0,1495.254965,0,931.007808,0,0,84.63707345,0,0,0,0,0,620.6718719,0,0,0,28.21235781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/4/2022,KLOG,7:10,17.196,599,705,457.505,0.34,89.9,8.63,7.82,14.59,6.65,-0.16,895930,896552,2,,1.181515333
267,KLSAC_1/24/2022_11:50,0,1.999149102,1.332766068,79.96596408,0,0.666383034,1.332766068,0,7.996596408,0,0,0,5.331064272,0,7.996596408,0,11.32851158,0,1.999149102,0,0,0,0,1.332766068,0,0,0,17.32595888,0.666383034,0.666383034,2.665532136,0.666383034,0,1.332766068,0.666383034,0,0,0,0.666383034,0,0,0,0,0,0,0,0,0,0,0.666383034,0,0,1/24/2022,KLSAC,11:50,9.878,156.7,220.3,143.176,0.11,100.4,11.37,7.89,5.43,0.14,-0.22,108654,109444,1,,1.500638445
268,KLSAC_1/3/2022_11:20,10.68701983,21.37403966,16.03052975,341.9846346,0,16.03052975,42.74807933,21.37403966,299.2365553,0,0,0,571.755561,64.12211898,240.4579462,0,176.3358272,0,58.77860907,0,0,0,0,5.343509915,0,0,0,235.1144363,0,0,0,5.343509915,0,10.68701983,5.343509915,0,0,0,10.68701983,5.343509915,0,0,0,0,0,0,0,0,0,21.37403966,10.68701983,0,1/3/2022,KLSAC,11:20,6.904,193,294.9,191.671,0.14,94.7,11.51,7.95,16.99,1.4,0.08,68393,69214,2,,1.559524258
269,KLSAC_1/31/2022_10:40,0,0,42.44135737,488.0756098,0,4.244135737,38.19722164,12.73240721,89.12685048,0,0,0,76.39444329,4.244135737,55.17376459,0,140.0564793,8.488271477,16.97654295,0,0,4.244135737,0,0,0,4.244135737,0,165.5212938,25.46481443,8.488271477,4.244135737,0,0,4.244135737,21.22067868,0,8.488271477,4.244135737,0,0,0,0,0,0,0,0,4.244135737,0,0,0,0,0,1/31/2022,KLSAC,10:40,9.262,156.4,223.6,145.344,0.11,105.1,11.98,7.96,5.55,0.91,0.41,636957,637843,1,,1.682994509
270,KLSAC_11/15/2021_9:50,0,0,27.16982849,380.3775989,0,5.433965699,43.47172559,0,5.433965699,0,0,0,554.2645013,0,130.4151767,5.433965699,76.07551978,0,10.8679314,0,0,5.433965699,0,5.433965699,0,0,0,43.47172559,5.433965699,27.16982849,21.73586279,10.8679314,0,10.8679314,0,0,5.433965699,0,0,0,0,0,0,5.433965699,0,0,5.433965699,0,0,21.73586279,0,0,11/15/2021,KLSAC,9:50,14.278,196.1,246.5,160.212,0.12,92,9.4,7.82,13.21,1.89,0.27,560890,561582,1,,1.314483296
271,KLSAC_11/22/2021_12:30,0,0,2.632212984,99.14668908,2.632212984,0,1.754808656,0,0,0,0,0,1.754808656,0,4.387021641,0,15.79327791,0,10.52885194,0,0,0,0,2.632212984,0,1.754808656,0,27.19953417,3.509617312,12.28366059,0,5.264425969,0,2.632212984,0.877404328,0.877404328,0.877404328,1.754808656,0,0.877404328,0,0,0,1.754808656,1.754808656,0,0,0,0,6.141830297,0,0,11/22/2021,KLSAC,12:30,12.673,195.1,255.5,166.08,0.12,95.8,10.17,8.03,9.08,1.03,-0.14,5264,5864,1,,1.139725401
272,KLSAC_11/29/2021_9:45,0,0,0.496643959,65.06035867,0,0.993287919,0.496643959,0,0.496643959,0,0,0,1.986575837,0,2.979863756,0,3.476507715,0,0.993287919,0,0,0,0,0.993287919,0,0,0,5.959727512,0,2.483219797,0,2.979863756,0,0,0.993287919,0.496643959,0.496643959,1.489931878,1.489931878,0,0,0,0,0,0.993287919,0,0,0,0,0,0.496643959,0,11/29/2021,KLSAC,9:45,11.699,153.6,206,133.874,0.1,98.3,10.66,8.08,4.27,0.83,0.19,594729,595789,1,,2.013514876
273,KLSAC_11/8/2021_11:30,9.451393121,0,0,119276.5812,0,0,132.3195037,28.35417936,0,0,0,0,0,0,85.06253809,0,18.90278624,18.90278624,28.35417936,0,0,0,0,28.35417936,0,9.451393121,0,500.9238354,0,9.451393121,56.70835873,56.70835873,0,9.451393121,56.70835873,0,0,0,0,9.451393121,0,0,0,0,0,0,0,0,0,9.451393121,0,0,11/8/2021,KLSAC,11:30,13.629,185.5,233.5,151.742,0.11,108.7,11.15,7.86,12.19,0.74,-0.2,538860,539417,1,,1.058045081
274,KLSAC_12/14/2021_12:10,0,8.396213666,8.396213666,319.0561193,0,25.188641,50.377282,8.396213666,41.98106833,0,0,0,117.5469913,125.943205,755.6592299,8.396213666,696.8857343,0,159.5280597,0,16.79242733,0,0,8.396213666,0,8.396213666,0,327.452333,8.396213666,0,16.79242733,0,8.396213666,25.188641,16.79242733,0,0,0,8.396213666,0,0,0,0,0,0,0,0,0,0,25.188641,16.79242733,0,12/14/2021,KLSAC,12:10,9.543,199.3,282.6,183.571,0.14,96.6,11.01,8.1,67.82,2.4,0.22,6900,7527,1,,1.191013044
275,KLSAC_12/20/2021_11:30,0,0,44.84178849,369.944755,0,0,22.42089424,0,369.944755,44.84178849,0,0,392.3656493,22.42089424,1289.201419,0,100.8940241,0,100.8940241,0,0,0,0,0,0,0,0,269.0507309,0,0,22.42089424,11.21044712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.21044712,0,11.21044712,12/20/2021,KLSAC,11:30,7.65,179.8,267.1,173.526,0.13,91.9,10.92,7.82,34.45,2.82,0.24,19471,20058,2,,1.115031351
276,KLSAC_12/28/2021_12:00,0,3.056093097,6.112186194,116.1315377,0,6.112186194,6.112186194,0,39.72921026,0,0,0,6.112186194,3.056093097,70.2901412,0,39.72921026,0,30.56093097,0,0,0,30.56093097,6.112186194,0,3.056093097,0,281.1605649,94.738886,3.056093097,18.33655858,0,0,0,113.0754446,0,9.168279293,3.056093097,21.39265168,0,0,0,0,0,0,0,3.056093097,0,0,0,0,0,12/28/2021,KLSAC,12:00,7.627,82.1,122.9,79.006,0.06,96.4,11.51,7.76,42.36,2.02,0.21,53661,54444,1,,1.487341649
277,KLSAC_12/6/2021_9:45,0,0.50377282,0,75.56592299,0.50377282,1.00754564,4.53395538,0,1.51131846,0,0,0,13.09809332,1.00754564,5.0377282,0.50377282,4.53395538,0,2.01509128,0,0,0,0.50377282,0,0,0,0,9.571683579,2.01509128,1.51131846,0.50377282,2.01509128,0,0,1.00754564,0,0.50377282,0,0,0,0,0,0,0,0.50377282,0,0,0,0,0.50377282,0,0,12/6/2021,KLSAC,9:45,12.106,157.9,209.4,136.002,0.1,97.6,10.49,8.12,2.93,1.23,0.17,608826,609871,1,,1.985021741
278,KLSAC_2/15/2022_9:20,0,40.24790496,30.18592872,1046.445529,0,0,160.9916199,10.06197624,40.24790496,0,0,0,90.55778616,0,50.3098812,0,432.6649783,0,10.06197624,0,0,0,20.12395248,0,0,0,0,251.549406,40.24790496,0,10.06197624,0,0,10.06197624,10.06197624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.06197624,0,0,2/15/2022,KLSAC,9:20,12.335,169,222.8,144.807,0.11,98.5,10.52,7.97,6.69,1.45,0.21,685070,685942,2,,1.656400917
279,KLSAC_2/22/2022_9:10,33.08647606,187.490031,14.70510047,386.0088874,0,7.352550236,235.2816075,7.352550236,84.55432771,0,0,0,80.87805259,0,44.11530141,0,272.0443587,0,11.02882535,0,0,0,0,3.676275118,0,0,0,113.9645287,84.55432771,3.676275118,14.70510047,0,0,3.676275118,0,0,3.676275118,0,3.676275118,0,0,0,0,0,7.352550236,0,0,0,0,11.02882535,0,0,2/22/2022,KLSAC,9:10,11.416,171.7,231.9,150.738,0.11,99.7,10.88,8.09,5.31,1.39,0.23,714920,715815,1,,1.70009039
280,KLSAC_2/8/2022_9:30,3.66220937,20.14215153,1.831104684,166.6305263,0,0,12.81773279,3.66220937,45.77761712,0,0,0,23.80436091,0,51.27093117,0,62.25755928,0,5.493314054,0,0,0,0,3.66220937,0,0,0,23.80436091,1.831104684,1.831104684,7.324418739,0,0,5.493314054,0,0,0,7.324418739,1.831104684,1.831104684,0,0,0,0,0,0,0,0,0,1.831104684,0,0,2/8/2022,KLSAC,9:30,9.805,145.8,205.8,133.707,0.1,103.9,11.77,8.08,2.49,2.87,0.44,668058,668683,1,,1.18721396
281,KLSAC_3/1/2022_8:55,0,28.10191798,4.683652997,309.1210978,0,0,37.46922398,14.05095899,173.2951609,0,0,0,65.57114196,9.367305994,440.2633817,0,355.9576278,0,18.73461199,0,0,0,0,0,0,0,0,51.52018297,4.683652997,9.367305994,28.10191798,0,0,9.367305994,4.683652997,0,0,32.78557098,0,4.683652997,0,0,0,0,9.367305994,0,0,0,4.683652997,4.683652997,0,0,3/1/2022,KLSAC,8:55,11.308,176,238,154.564,0.11,103.4,11.31,8.08,5.02,1.26,-0.29,744344,744906,2,,1.067542793
282,KLSAC_3/15/2022_8:50,67.75322997,177.8522287,12.70373062,190.5559593,0,4.234576873,160.9139212,8.469153746,4.234576873,0,0,0,4.234576873,0,12.70373062,0,292.1858042,0,8.469153746,0,0,0,0,4.234576873,0,4.234576873,0,398.0502261,262.5437661,8.469153746,12.70373062,0,0,33.87661498,4.234576873,0,0,8.469153746,0,0,0,0,0,0,12.70373062,0,4.234576873,0,0,8.469153746,0,0,3/15/2022,KLSAC,8:50,14.211,178.2,224.2,145.956,0.11,102.6,10.52,8,5.17,2.33,-0.22,810210,810987,1,,1.475944395
283,KLSAC_3/22/2022_8:45,0,15.97055102,5.323517007,404.5872926,5.323517007,21.29406803,42.58813606,21.29406803,0,0,0,0,0,5.323517007,85.17627215,0,521.7046667,0,37.26461905,0,0,0,47.91165307,0,0,0,0,463.1459796,0,10.64703401,26.61758503,31.94110205,0,47.91165307,5.323517007,0,5.323517007,0,5.323517007,0,0,0,0,0,5.323517007,0,0,0,0,0,0,0,3/22/2022,KLSAC,8:45,14.802,176.4,218.7,142.323,0.1,99.3,10.03,7.93,5.84,3.17,-0.33,841953,842852,1,,1.70768856
284,KLSAC_3/29/2022_9:00,0,17.47817387,52.4345216,1328.341214,0,17.47817387,262.172608,0,0,0,0,0,17.47817387,17.47817387,52.4345216,0,891.3868672,0,104.8690432,0,0,17.47817387,17.47817387,0,0,0,0,2237.206255,262.172608,34.95634773,34.95634773,0,0,122.3472171,17.47817387,0,0,52.4345216,34.95634773,0,0,0,0,0,0,0,0,0,17.47817387,0,0,0,3/29/2022,KLSAC,9:00,16.875,201.2,238.1,154.744,0.11,96.7,9.36,7.97,5.99,4.85,-0.28,875908,876661,1,,1.430355379
285,KLSAC_3/8/2022_9:00,0,202.55993,5.330524472,314.5009439,0,0,133.2631118,5.330524472,10.66104895,0,0,0,10.66104895,10.66104895,26.65262236,0,277.1872725,0,10.66104895,0,0,0,15.99157342,0,0,0,0,506.3998249,69.29681812,0,31.98314683,0,0,37.3136713,0,0,0,0,0,0,0,0,0,10.66104895,5.330524472,0,0,0,0,0,0,0,3/8/2022,KLSAC,9:00,11.943,147.5,196.6,127.77,0.09,100.4,10.84,7.93,5.27,2.22,-0.3,777465,778288,1,,1.563323342
286,KLSAC_4/11/2022_8:40,0,0,8.672859915,156.1114785,0,4.336429958,8.672859915,8.672859915,4.336429958,0,0,0,4.336429958,4.336429958,13.00928987,4.336429958,78.05573924,0,30.3550097,0,0,0,0,0,0,0,0,65.04644937,416.2972759,164.7843384,34.69143966,13.00928987,0,91.06502911,21.68214979,8.672859915,0,17.34571983,0,21.68214979,0,0,0,8.672859915,0,0,0,0,0,0,0,0,4/11/2022,KLSAC,8:40,15.87,138.5,167.6,108.921,0.08,98.4,9.73,7.99,6.01,3.05,-0.35,907842,908449,1,,1.153022198
287,KLSAC_4/18/2022_8:50,0,9.488871622,0,145.4960315,0,3.162957207,0,9.488871622,3.162957207,0,0,0,3.162957207,0,6.325914414,3.162957207,22.14070045,0,28.46661487,0,0,0,0,0,0,0,0,306.8068491,281.5031914,63.25914414,50.60731531,12.65182882,0,63.25914414,22.14070045,0,3.162957207,0,6.325914414,0,0,0,0,12.65182882,0,0,0,0,0,15.81478603,0,0,4/18/2022,KLSAC,8:50,14.766,135.9,168.9,109.782,0.08,100.3,10.16,7.9,6.76,1.4,-0.39,919641,920298,1,,1.247999314
288,KLSAC_4/25/2022_8:50,0,0,42.79441262,288.8622852,0,21.39720631,26.74650789,0,0,0,0,0,0,0,58.84231735,0,74.89022209,10.69860316,203.27346,0,0,0,74.89022209,0,0,0,0,513.5329514,550.9780625,149.7804442,149.7804442,0,0,331.6566978,112.3353331,0,294.2115868,37.44511104,10.69860316,0,0,0,0,0,21.39720631,0,37.44511104,0,0,32.09580947,0,0,4/25/2022,KLSAC,8:50,16.164,127.1,152.9,99.388,0.07,101.5,9.97,7.74,7.82,2.23,-0.37,929903,930574,1,,1.274592907
289,KLSAC_4/4/2022_7:30,0,3.922821139,3.922821139,341.2854391,0,15.69128455,50.99667481,0,0,0,0,0,19.6141057,0,62.76513823,0,141.221561,7.845642278,43.15103253,0,0,0,3.922821139,0,0,0,0,333.4397969,400.1277562,82.37924392,23.53692683,27.45974798,0,90.22488616,15.69128455,0,0,3.922821139,3.922821139,0,0,0,0,3.922821139,0,0,0,0,0,7.845642278,0,0,4/4/2022,KLSAC,7:30,17.068,171.4,201.8,131.152,0.1,99.3,9.57,7.97,6.43,3.74,-0.35,897494,898104,1,,1.158720825
290,L5DEEP_2/9/2022_11:40,0,0,1124.877344,7866642.224,0,0,44995.09375,0,7586172.806,0,19122.91484,0,26247.13802,749.9182291,7699410.459,0,7729407.188,374.9591146,6749.264062,0,0,0,1874.795573,374.9591146,0,0,1499.836458,24372.34245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/9/2022,L5DEEP,11:40,14.375,244.4,305.9,199.654,0.15,129.9,13.23,8.55,27.94,55.81,3.61,139204,139555,10,,0.66673936
291,L5DEEP_3/30/2022_10:15,0,274.9047503,16219.38027,23091.99903,0,0,4948.285506,0,1374.523752,0,0,0,3573.761754,824.714251,1099.619001,549.8095006,2474.142753,0,0,0,0,274.9047503,0,0,0,0,0,45634.18855,0,0,0,0,0,0,0,0,0,549.8095006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/30/2022,L5DEEP,10:15,12.441,619,815,529.575,0.4,86.6,9.22,8.16,37.87,23.87,1.21,144244,144627,5,,0.727524715
292,L5DEEP_3/4/2022_11:40,0,0,2122.065908,77101.72799,0,0,2829.421211,0,50929.58179,0,0,0,10610.32954,0,35367.76513,0,20513.30378,0,2122.065908,0,0,0,0,0,0,0,0,21220.65908,0,0,0,0,0,0,0,0,707.3553026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/4/2022,L5DEEP,11:40,15.05,236.5,291.8,189.673,0.14,79.8,8.03,7.61,35.21,14.71,1.37,15,15,8,,0.353429174
293,L5DEEP_4/13/2022_10:15,0,424.4131816,141.4710605,1414.710605,0,0,0,0,13722.69287,282.9421211,0,0,6224.726663,141.4710605,141.4710605,0,282.9421211,0,707.3553026,0,0,0,141.4710605,0,0,0,0,424.4131816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4/13/2022,L5DEEP,10:15,10.075,717,1004,652.01,0.5,77.6,8.69,8.17,3.43,0.22,2.4,15,15,8,,0.353429174
294,L5DEEP_4/18/2022_11:15,0,0,188.6280807,1697.652726,0,0,0,0,25464.79089,0,0,0,3772.561613,0,754.5123229,188.6280807,565.8842421,0,0,0,0,0,1131.768484,377.2561613,0,0,0,377.2561613,0,0,377.2561613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.6280807,0,0,4/18/2022,L5DEEP,11:15,14.194,795,1003,651.965,0.5,126.8,12.98,8.47,5.36,3.63,0.15,15,15,8,,0.353429174
295,L5DEEP_4/5/2022_11:30,1499.836458,17248.11927,19872.83307,7886890.016,0,0,27372.01536,0,76116.70026,0,2249.754687,0,133485.4448,3749.591146,14998.36458,374.9591146,2999.672917,0,0,0,0,749.9182291,5999.345833,749.9182291,0,0,0,45370.05286,2249.754687,0,2624.713802,374.9591146,0,0,1124.877344,0,3374.632031,374.9591146,0,0,0,0,0,0,0,0,0,0,0,2249.754687,0,0,4/5/2022,L5DEEP,11:30,15.974,721,871,565.712,0.43,97.7,9.61,8.54,11.05,6.34,0.35,146084,146435,9,,0.66673936
296,L5SHLW_3/4/2022_12:00,0,0,0,25464.79089,0,0,2829.421211,0,14854.46136,0,3536.776513,0,19098.59317,0,25464.79089,707.3553026,31830.98862,0,10610.32954,0,0,0,1414.710605,0,0,0,0,82053.21511,0,0,0,707.3553026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/4/2022,L5SHLW,12:00,17.375,255.4,298.8,194.164,0.14,136.1,13.02,8.02,11.5,34.71,2.2,15,15,8,,0.353429174
309,MNT106_1/25/2022_9:30,0,0,565.8842421,3652.525563,0,0,51.444022,0,3189.529364,0,5453.066332,0,0,360.1081541,308.6641321,514.44022,4115.521762,0,0,0,0,0,0,411.5521762,0,0,0,977.4364183,0,0,0,0,0,0,51.444022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/25/2022,MNT106,9:30,7.268,381.2,576,374.446,0.28,52.7,6.32,6.96,127.88,8.64,0.63,15,15,7,,0.353429174
