ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Illyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyallela,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled,Amphipod
RRSAC2B_4/8/2019_10:45,0,2.332832778,10.88655296,83.98198,0,0.777610926,0.777610926,1.555221852,0,0,0,0,7.776109259,0,21.77310593,0,4.665665556,0,0,0,0,0,0,0,0,0.777610926,0,6.220887408,0.777610926,0,1.555221852,0,0,0,0,0,0,0,0,0,0,0.777610926,0,0,0,0,0.777610926,0,0,NA,0,NA,2019-08-04,RRSAC2B,10:45:00,12.518,144.9,190,123,0.09,95.6,10.18,7.39,69.36,2.48,0.56,118024,118701,1,NA,1.285990161,0
RRSAC2A_4/8/2019_10:55,0,5.182979153,19.99149102,190.3951525,0,0,2.961702373,1.480851187,2.22127678,0,0,0,2.22127678,0.740425593,16.28936305,0,1.480851187,0,0,0,0,0,0.740425593,0,0,0,0,4.44255356,10.36595831,0,1.480851187,0,0,0.740425593,0,0,0,0.740425593,0,0,5.923404747,0.740425593,1.480851187,1.480851187,1.480851187,0,0,0,0,NA,0,NA,2019-08-04,RRSAC2A,10:55:00,12.356,126.3,168.9,111,0.08,96,10.25,7.4,80.81,2.18,0.54,118713,119424,1,NA,1.350574601,0
RRSAC3_4/8/2019_11:10,0,6.34268189,20.61371614,104.6542512,0,3.171340945,7.928352362,0.792835236,0,0,0,0,10.30685807,0,3.964176181,0,0,0,0,0,0,0,1.585670472,0,0,0,0.792835236,0.792835236,0,0,0.792835236,0,0,0,0,0,0,0,0,1.585670472,1.585670472,0,0,0,0,0,0,0,0,NA,0,NA,2019-08-04,RRSAC3,11:10:00,12.38,105.5,139,90,0.07,96.8,10.35,7.46,81.96,2.07,0.55,119427,120091,1,NA,1.261296111,0
RRSAC4_4/8/2019_11:20,0,6.590830634,25.53946871,118.6349514,0,0,3.295415317,0,0,0,0,0,9.062392121,0.823853829,9.062392121,0,0.823853829,0,0,0,0,0,0.823853829,0,0,0,0,5.766976804,2.471561488,0,1.647707658,0,0,0,0,0,0,0,0,0,4.119269146,0,1.647707658,0,0,0,0,0,0,NA,0,NA,2019-08-04,RRSAC4,11:20:00,12.662,105.6,138.4,90,0.07,96.8,10.27,7.4,80.46,1.92,0.52,120094,120733,1,NA,1.213807552,0
ELDSAC_4/8/2019_11:30,0,2.530974023,7.59292207,131.9916561,0,0,10.9675541,0,2.530974023,0,0,0,4.218290039,0,9.280238086,0,15.18584414,0,1.687316016,0,0,0,3.374632031,5.061948047,0,0,0,22.77876621,0,0,0.843658008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843658008,0,0,NA,0,NA,2019-08-04,ELDSAC,11:30:00,13.912,111,139.7,91,0.07,107.4,11.16,7.51,22.35,1.03,0.25,120738,121362,1,NA,1.185314417,0
KNGCAN_3/10/2019_9:15,176.8388257,141.4710605,70.73553026,1733.020491,0,0,35.36776513,0,1273.239545,0,176.8388257,0,282.9421211,141.4710605,318.3098862,0,3607.512043,0,141.4710605,0,0,0,0,0,0,0,0,106.1032954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,KNGCAN,09:15:00,11.392,268.1,361.8,235,0.17,74.7,8.12,7.66,89.27,5.27,0.79,0,0,5,NA,0.353429174,0
ELDCAN_3/10/2019_11:25,11.31768484,0,19.80594847,144.3004817,0,2.829421211,5.658842421,0,2.829421211,0,0,0,8.488263632,0,8.488263632,0,48.10016058,0,5.658842421,0,0,0,5.658842421,0,0,0,0,16.97652726,0,2.829421211,0,0,0,0,0,0,0,5.658842421,0,0,0,2.829421211,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,ELDCAN,11:25:00,10.44,101.7,140.7,91,0.07,90.4,10.08,7.16,76.92,1.95,0.81,0,0,1,NA,0.353429174,0
RRCAN_3/10/2019_12:10,0,0,202.101515,1131.768484,0,0,0,0,1374.290302,0,0,0,1657.232423,282.9421211,404.2030302,0,3920.769393,0,565.8842421,0,0,0,444.623333,0,0,0,40.42030302,323.3624241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,RRCAN,12:10:00,11.176,519.2,704.3,458,0.35,77.9,8.7,7.43,92.05,4.4,0.95,0,0,6,NA,0.353429174,0
SMSSL_3/10/2019_10:00,0,3.301270467,3.301270467,44.56715131,0,3.301270467,44.56715131,1.650635234,44.56715131,0,1.650635234,54.47096271,0,0,8.253176168,0,166.7141586,0,13.20508187,0,0,0,19.8076228,3.301270467,0,0,0,16.50635234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,SMSSL,10:00:00,10.827,224.7,338.1,220,0.16,85.5,9.45,7.55,73.59,1.9,0.66,45371,45969,2,NA,1.135926317,0
SMSUT_3/10/2019_10:20,0,6.040649419,1.510162355,72.48779303,0,1.510162355,1.510162355,0,3.020324709,0,0,0,52.85568241,0,16.6117859,0,161.5873719,0,7.550811773,0,0,0,21.14227296,1.510162355,0,0,0,16.6117859,0,0,0,0,0,0,0,0,1.510162355,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,SMSUT,10:20:00,10.667,95.2,131,85,0.06,88.4,9.81,7.58,81.54,2.1,0.73,45976,46557,1,NA,1.103634097,0
SMSAC_3/10/2019_10:40,0,17.24694935,0.821283302,51.74084805,0,0,2.463849907,0,29.56619889,0,4.106416512,0,8.212833024,1.642566605,24.63849907,0,64.06009759,0.821283302,0.821283302,0,0,0,0,0.821283302,0,0,0,4.106416512,0,0,11.49796623,0.821283302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,SMSAC,10:40:00,10.215,101,140.5,91,0.07,89.6,10.05,7.39,70.87,2.09,1.08,46552,47193,1,NA,1.217606637,0
ELDSAC_3/10/2019_11:10,0,2.835417936,2.835417936,44.42154767,0,0,4.725696561,2.835417936,10.39653243,0,0,0,8.506253809,1.890278624,0,0,38.7507118,0,6.615975185,0,0,0,2.835417936,0,0,0,0,16.06736831,0,0,3.780557249,0,0.945139312,0,0,0,0,0.945139312,0,0,1.890278624,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-03,ELDSAC,11:10:00,10.396,101.3,140.4,91,0.07,91.4,10.21,7.35,81.59,2.02,0.85,47199,47756,1,NA,1.058045081,0
RRSAC4_3/10/2019_11:35,0,1.837495975,0.918747988,84.52481485,0,0,0,0,31.23743158,0,8.268731888,0,6.431235913,0,7.3499839,0,18.37495975,0,7.3499839,0,0,0,1.837495975,0,0.918747988,0,0,0.918747988,0,0,0,0,0,0,1.837495975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.918747988,NA,2019-10-03,RRSAC4,11:35:00,10.098,100.8,140.7,91,0.07,90.6,10.2,7.23,64.1,1.81,0.8,47765,48338,2,NA,1.088437758,0
RRSAC3_3/10/2019_11:45,0,1.47877134,2.957542679,34.75112648,0,0.73938567,1.47877134,0,11.09078505,0,0,0,14.7877134,0,14.04832773,0,11.83017072,0,1.47877134,0,0,0,1.47877134,0,0,0.73938567,0.73938567,8.133242367,0,0,0,0,0,0.73938567,0,0,0,0,0,0,0,0,0,0,1.47877134,0,2.957542679,0,0,NA,0,NA,2019-10-03,RRSAC3,11:45:00,10.083,100.1,139.7,91,0.07,90.7,10.21,7.2,53.7,2,0.77,48337,49049,1,NA,1.352474143,0
RRSAC2A_3/10/2019_11:55,0,0,13.55064599,45.39466408,0,0,0,0.6775323,27.10129199,0,0,0,44.71713178,4.065193798,15.58324289,0,50.13739018,0,4.742726098,0,0,0,2.032596899,0,0,0,1.355064599,4.065193798,0.6775323,0,0.6775323,0,0,0,0,0,0,0,0,1.355064599,2.032596899,0,1.355064599,0,0,0,0.6775323,0,0,NA,0,NA,2019-10-03,RRSAC2A,11:55:00,10.068,92.7,136.2,88,0.06,90.9,10.22,7.23,66.12,1.97,0.81,49057,49834,2,NA,1.475944395,0
RRSAC2B_3/10/2019_12:20,0,15.94908823,24.53705881,132.5001176,0,0,9.814823527,2.453705881,33.1250294,0,0,0,26.9907647,6.134264704,34.35188234,1.226852941,100.6019411,0,11.04167647,0,0,0,14.72223529,0,0,0,0,8.587970585,1.226852941,0,0,0,0,1.226852941,1.226852941,0,0,0,0,9.814823527,2.453705881,0,0,4.907411763,0,0,0,0,0,NA,0,NA,2019-10-03,RRSAC2B,12:20:00,10.103,107.5,150,98,0.07,91.1,10.25,7.63,62.25,2.01,0.78,49839,50452,2,NA,1.164419452,0
RRSAC1_3/10/2019_12:30,0,0.960661673,1.921323346,27.85918852,0,0,3.842646692,0,2.881985019,0,0,0,4.803308366,0,1.921323346,0,0,0,0,0,0,0,2.881985019,0,0,0,0.960661673,4.803308366,0.960661673,0,0.960661673,0,0,0,0,0,0,0,0,0,2.881985019,0,0,0,0.960661673,0,0,0,0,NA,0,NA,2019-10-03,RRSAC1,12:30:00,10.104,95.6,133.5,87,0.06,91.4,10.29,7.42,75.73,1.76,0.83,50464,51012,1,NA,1.0409492,0
KNGCAN_4/10/2019_11:30,0,28.29421211,56.58842421,2291.831181,0,28.29421211,141.4710605,0,56.58842421,0,28.29421211,0,877.1205753,0,2122.065908,0,1924.006423,0,311.2363332,0,0,0,141.4710605,28.29421211,0,0,0,2772.832786,0,0,28.29421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-04,KNGCAN,11:30:00,15.851,943.4,1143.7,744,0.57,67.8,6.59,7.57,12.64,5.78,0.51,0,0,2,NA,0.353429174,0
KNG6_4/10/2019_11:15,0,188.6280807,565.8842421,7733.751308,0,0,1320.396565,0,1131.768484,0,0,0,4715.702018,188.6280807,3395.305453,0,24144.39433,0,1886.280807,0,0,0,754.5123229,188.6280807,0,0,0,5470.214339,0,0,0,0,0,0,188.6280807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-04,KNG6,11:15:00,14.144,693.9,874.7,568,0.43,98.8,10.12,8.05,47.02,8.57,0.73,0,0,6,NA,0.353429174,0
RGSAC_4/10/2019_8:00,0,2.390747488,2.390747488,380.1288506,0,0,11.95373744,0,9.56298995,0,4.781494976,0,7.172242464,11.95373744,43.03345478,0,28.68896986,0,2.390747488,0,0,0,0,2.390747488,0,0,0,76.50391964,0,0,9.56298995,7.172242464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-04,RGSAC,08:00:00,12.166,106.2,140.5,91,0.07,96.1,10.32,7.72,23.37,1.17,0.4,121358,122092,1,NA,1.394264074,0
KLOG_4/10/2019_8:15,0,79.40310662,0,932.9865027,0,0,19.85077665,0,0,0,0,0,79.40310662,99.25388327,0,0,5994.934549,238.2093198,277.9108732,0,0,0,0,0,0,0,0,39.70155331,0,0,79.40310662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-04,KLOG,08:15:00,12.833,111.7,145.4,94,0.07,90.5,9.58,7.4,21.07,9.54,1.7,122094,122757,1,NA,1.259396568,0
KLOGB_4/10/2019_8:20,482.9747629,0,482.9747629,41535.82961,0,0,482.9747629,0,2897.848577,0,0,0,6761.646681,482.9747629,15455.19241,0,19318.99052,0,0,0,0,0,965.9495258,0,0,0,0,3863.798103,0,0,0,0,0,0,0,0,482.9747629,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-10-04,KLOGB,08:20:00,16.617,613.9,730.2,475,0.36,60.3,5.83,7.21,20.89,6,0.61,122788,123442,6,NA,1.242300687,0
TPSAC_4/10/2019_8:25,0,19.66172164,0,275.2641029,0,0,2.457715205,2.457715205,17.20400643,0,0,0,19.66172164,0,71.27374094,0,19.66172164,0,0,0,0,0,7.373145614,0,0,0,0,51.6120193,0,0,0,0,0,0,0,0,0,4.915430409,0,0,2.457715205,0,0,0,0,0,0,0,7.373145614,NA,0,NA,2019-10-04,TPSAC,08:25:00,12.177,106.2,140.5,91,0.07,97.1,10.42,7.5,29.31,1.43,0.51,123451,124063,1,NA,1.162519909,0
KLSAC_4/10/2019_8:35,0,3.304724399,4.9570866,206.0731715,0,0,1.6523622,0,6.609448799,0,0,0,23.1330708,1.6523622,52.87559039,0,8.261810998,0,0,0,0,0,16.523622,0,0,0,0,23.1330708,0,0,0,0,0,0,4.9570866,0,0,0,0,3.304724399,0,0,0,0,0,0,0,0,1.6523622,NA,0,NA,2019-10-04,KLSAC,08:35:00,12.094,105.9,140.4,91,0.07,97.1,10.44,7.51,24.8,1.57,0.56,124064,124772,1,NA,1.344875974,0
SMSSL_4/10/2019_9:15,0,17.26041301,0,224.3853692,0,0,8.630206506,0,77.67185855,0,8.630206506,0,60.41144554,25.89061952,250.2759887,0,837.1300311,17.26041301,94.93227157,0,0,0,0,8.630206506,0,0,0,284.7968147,0,0,8.630206506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,25.89061952,NA,2019-10-04,SMSSL,09:15:00,14.935,596.8,737.8,479,0.36,93.4,9.38,7.61,27.31,3.11,0.55,124770,125380,1,NA,1.158720825,0
SMSUT_4/10/2019_9:25,0,0,0,207.5580131,0,0,3.773782056,18.86891028,26.41647439,0,3.773782056,0,11.32134617,22.64269234,22.64269234,0,396.2471159,41.51160262,79.24942318,0,0,0,0,3.773782056,0,0,0,343.4141671,0,0,11.32134617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7.547564113,NA,2019-10-04,SMSUT,09:25:00,10.042,585.1,731.8,469,0.35,91.4,9.18,7.71,24.35,2.21,0.44,125388,125946,1,NA,1.059944623,0
SMSAC_4/10/2019_9:45,6.303192012,10.50532002,18.90957604,322.723431,0,0,2.101064004,2.101064004,4.202128008,0,0,0,6.303192012,2.101064004,58.82979211,0,31.51596006,0,10.50532002,0,0,0,0,0,0,0,0,27.31383205,0,4.202128008,2.101064004,0,0,0,0,0,0,2.101064004,0,0,0,0,0,0,0,0,0,0,2.101064004,NA,0,NA,2019-10-04,SMSAC,09:45:00,12.221,106,140.1,91,0.07,97,10.4,7.9,31.4,1.75,0.56,125936,126719,1,NA,1.487341649,0
ACCSAC4_2/11/2019_7:00,0,41.60913545,0,474.3441441,0,0,12.48274063,12.48274063,149.7928876,0,16.64365418,0,54.09187609,45.77004899,79.05735737,0,145.631974,12.48274063,12.48274063,0,0,0,12.48274063,0,0,0,0,74.89644378,0,0,0,0,0,8.321827088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,ACCSAC4,07:00:00,9.064,115.9,166.3,108,0.08,94.2,10.8,8.1,26.33,2.8,0.61,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
MNTFEA_2/11/2019_8:20,0,9.645754129,0,266.8658642,0,12.8610055,38.58301651,0,0,0,0,0,22.50675963,6.430502751,299.0183779,0,73.95078161,0,28.93726238,0,0,0,6.430502751,0,0,3.215251375,0,57.87452476,0,0,0,0,0,0,0,0,6.430502751,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,MNTFEA,08:20:00,8.909,69.6,101.9,66,0.05,79.8,9.32,7.19,9.26,2.34,0.77,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
RGSAC_2/11/2019_12:00,0,1.178925505,3.536776513,122.6082524,0,0,8.252478533,0,51.87272219,0,5.894627522,0,21.22065908,3.536776513,29.47313761,1.178925505,34.18883962,1.178925505,2.357851009,0,0,0,2.357851009,1.178925505,0,0,0,14.14710605,0,0,8.252478533,2.357851009,0,0,3.536776513,0,0,1.178925505,0,0,0,1.178925505,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,RGSAC,12:00:00,8.886,143.1,206.5,134,0.1,92.8,10.73,7.5,31.88,1.83,0.8,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
SFTSAC_2/11/2019_10:43,0,0.707355303,0.707355303,35.36776513,0,0,2.122065908,0,21.22065908,0,0.707355303,0,8.488263632,3.536776513,7.073553026,0,7.073553026,0,0,0,0,0,0,0,0,0,0,2.122065908,0,0,3.536776513,2.122065908,0,0.707355303,0.707355303,0,0,0.707355303,2.122065908,0.707355303,0,0,0,0.707355303,0,0,0,0,0,NA,0,NA,2019-11-02,SFTSAC,10:43:00,8.691,138.8,201.3,131,0.1,91.9,10.7,7.58,26.49,2.01,0.81,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
KLSAC_2/11/2019_12:45,0,4.715702018,4.715702018,344.2462473,0,9.431404033,9.431404033,0,514.0115199,0,51.87272219,0,108.4611464,61.30412623,66.01982824,14.14710605,202.7751868,28.29421211,14.14710605,0,0,0,4.715702018,23.57851009,0,0,0,155.6181666,0,0,9.431404033,4.715702018,0,4.715702018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,KLSAC,12:45:00,8.872,190.1,274.5,178,0.13,88.2,10.2,7.49,38.69,2.65,0.84,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
ACCSAC1_2/11/2019_7:25,0,45.27073937,28.29421211,297.0892271,0,8.488263632,28.29421211,2.829421211,65.07668784,0,0,0,45.27073937,0,42.44131816,0,53.759003,0,5.658842421,0,0,0,16.97652726,5.658842421,0,0,0,28.29421211,0,0,0,0,0,0,0,0,2.829421211,0,0,0,2.829421211,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,ACCSAC1,07:25:00,8.766,81.6,118.1,77,0.06,95,11,7.21,16.08,2.58,0.87,0,1,1,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
ACCSAC2_2/11/2019_7:20,0,24.75743559,28.29421211,410.2660755,0,10.61032954,38.90454164,0,187.4491552,0,0,0,91.95618934,0,56.58842421,0,60.12520072,0,14.14710605,0,0,0,24.75743559,0,0,0,0,77.80908329,0,0,3.536776513,0,0,0,0,0,3.536776513,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,ACCSAC2,07:20:00,8.799,132.4,191.3,124,0.09,88.4,10.25,7.16,30.54,3.56,0.94,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
MNTEB1_2/11/2019_9:35,0,2.829421211,8.488263632,322.554018,0,0,25.46479089,0,73.56495147,0,8.488263632,0,48.10016058,70.73553026,67.90610905,2.829421211,364.9953362,5.658842421,19.80594847,0,0,0,0,2.829421211,0,0,0,116.0062696,0,0,0,5.658842421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2.829421211,NA,2019-11-02,MNTEB1,09:35:00,9.04,146.7,210.7,157,0.1,79.4,9.14,7.24,24.26,3.78,0.94,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
MNTNEWCAN2_2/11/2019_8:50,0,226.3536968,113.1768484,9167.324722,0,0,452.7073937,0,1924.006423,0,905.4147874,0,2942.598059,1018.591636,113.1768484,113.1768484,20937.71696,113.1768484,339.53054530000003,0,0,0,0,0,0,0,0,339.53054530000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,MNTNEWCAN2,08:50:00,8.592,469.6,683.1,444,0.34,79.4,9.24,7.32,17.26,3.02,0.95,0,0,5,NA,0.353429174,0
ACCSAC3_2/11/2019_7:15,0,42.44131816,18.86280807,424.4131816,0,9.431404033,33.00991413,0,165.0495706,0,0,0,89.59833836,0,51.87272219,0,108.4611464,0,23.57851009,0,0,0,4.715702018,0,0,0,0,47.15702018,14.14710605,0,0,4.715702018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,ACCSAC3,07:15:00,8.238,115.2,168,110,0.08,92.6,10.81,7.56,35.74,3.5,0.96,0,1,2,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
ACC_2/11/2019_7:35,3.536776513,0,10.61032954,473.9280528,0,0,24.75743559,0,233.4272499,0,24.75743559,0,63.66197724,56.58842421,38.90454164,0,166.2284961,14.14710605,17.68388257,0,0,0,3.536776513,0,0,3.536776513,0,53.0516477,0,0,3.536776513,3.536776513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,ACC,07:35:00,8.79,189.6,274.3,178,0.13,81.5,9.45,6.93,47.67,4.83,1,0,1,3,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
KLOG_2/11/2019_12:20,0,176.8388257,70.73553026,1167.136249,0,0,282.9421211,0,3359.937687,0,282.9421211,0,919.5618934,70.73553026,318.3098862,0,2440.375794,0,106.1032954,0,35.36776513,0,353.6776513,35.36776513,0,0,0,565.8842421,0,0,0,0,0,0,0,0,35.36776513,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,KLOG,12:20:00,8.794,323.7,468.2,304,0.23,71.1,8.25,7.33,53.56,5.02,1.04,0,1,5,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
TPSAC_2/11/2019_12:35,0,28.29421211,14.14710605,594.1784542,0,0,42.44131816,0,1725.946938,0,155.6181666,0,381.9718634,198.0594847,169.7652726,28.29421211,565.8842421,70.73553026,84.88263632,0,0,0,14.14710605,70.73553026,0,0,0,438.5602876,0,0,0,14.14710605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,TPSAC,12:35:00,8.722,323.8,469.2,305,0.23,74.8,8.62,7.39,53.95,4.9,1.06,0,1,4,1 in end rotation to represent 30cm sample with no flowmeter data,1.413716694,0
MNT3A_2/11/2019_9:20,28.29421211,141.4710605,113.1768484,2065.477484,0,0,169.7652726,0,2518.184877,0,1556.181666,0,2065.477484,1839.123787,0,113.1768484,2716.244362,28.29421211,0,0,141.4710605,0,0,169.7652726,0,0,0,1131.768484,0,0,0,226.3536968,0,0,84.88263632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,MNT3A,09:20:00,6.647,244.8,376.5,245,0.18,77,9.36,7.78,39.44,3.73,1.1,0,0,5,NA,0.353429174,0
RG92_2/11/2019_12:10,0,0,212.2065908,1061.032954,0,0,212.2065908,0,3678.247574,0,1768.388257,0,5375.9003,282.9421211,212.2065908,0,6790.610905,0,212.2065908,0,0,0,565.8842421,0,0,0,0,353.6776513,0,0,141.4710605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,RG92,12:10:00,8.46,137.8,201.1,131,0.1,94.4,11.04,7.38,91.86,4.19,1.17,0,0,6,NA,0.353429174,0
MNTNEW_2/11/2019_8:40,141.4710605,424.4131816,141.4710605,5800.313482,0,0,141.4710605,0,848.8263632,0,707.3553026,0,1839.123787,1556.181666,282.9421211,141.4710605,41875.43392,0,0,0,0,0,424.4131816,990.2974237,0,0,0,282.9421211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-02,MNTNEW,08:40:00,5.667,337.8,534.2,347,0.26,77.4,9.68,7.22,85.01,8.72,1.44,0,0,6,NA,0.353429174,0
MNTNEWCAN_3/11/2019_9:50,0,0,0,94.31404034,0,0,0,0,0,0,0,0,94.31404034,0,0,0,8582.577671,0,282.9421211,0,0,0,94.31404034,0,0,0,0,282.9421211,0,0,0,0,0,0,0,0,94.31404034,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-03,MNTNEWCAN,09:50:00,13.008,694.7,900.5,585,0.45,59,6.18,7.27,16.98,1.75,0.58,0,0,2,NA,0.353429174,0
MNT3A_3/11/2019_9:30,0,0,113.1768484,950.6855267,0,0,90.54147874,0,475.3427634,0,203.7183272,0,701.6964602,679.0610905,0,0,2172.99549,0,113.1768484,0,0,0,497.9781331,45.27073937,0,0,0,543.2488724,0,0,0,0,0,0,0,0,22.63536968,22.63536968,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-03,MNT3A,09:30:00,8.361,234.7,343.4,223,0.17,76,8.89,6.95,207.54,30.42,3.18,0,0,7,NA,0.353429174,0
ACCSAC4_3/11/2019_6:55,0,4.771959725,7.63513556,102.1199381,0,0.954391945,9.54391945,0,11.45270334,0,0.954391945,0,33.40371808,0,16.22466307,0,43.90202947,0,4.771959725,0,0,0,8.589527505,3.81756778,0,0.954391945,0,20.04223085,0,0.954391945,0.954391945,0,0,0,3.81756778,0,0,0.954391945,0,0.954391945,0.954391945,0,0,0.954391945,0,0,0,0,0,NA,0,NA,2019-11-03,ACCSAC4,06:55:00,10.307,80.3,111.6,73,0.05,93.1,10.43,7.83,32.46,3.23,0.79,51290,52669,1,NA,2.619468881,0
ACCSAC3_3/11/2019_7:10,0,22.50675963,12.8610055,340.8166458,0,3.215251375,19.29150825,0,9.645754129,0,0,0,38.58301651,32.15251375,90.02703854,0,208.9913394,0,16.07625688,0,0,0,0,0,0,0,0,73.95078161,0,0,0,0,0,0,0,0,0,6.430502751,0,0,0,0,0,0,0,0,0,0,3.215251375,NA,0,NA,2019-11-03,ACCSAC3,07:10:00,9.771,81,114,74,0.05,90.5,10.25,7.52,38.85,7.23,1.17,53698,53418,1,NA,1.413716694,0
ACCSAC2_3/11/2019_7:25,0,26.88675162,8.962250543,519.8105315,0,0,22.40562636,0,40.33012744,0,0,0,53.77350326,8.962250543,156.8393845,0,206.1317625,0,31.3678769,0,0,0,0,0,0,0,0,170.2827603,0,0,0,13.44337582,0,4.481125271,8.962250543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-03,ACCSAC2,07:25:00,10.379,89.4,123.9,81,0.06,92.6,10.37,7.25,21.92,3.16,0.81,54910,55444,1,NA,1.014355607,0
ACCSAC1_3/11/2019_7:35,0,36.72001373,9.180003435,290.7001087,0,3.060001144,27.5400103,0,12.24000458,0,0,0,12.24000458,6.120002289,76.50002858,0,58.14002174,0,30.60001144,0,0,0,0,0,0,0,0,70.38002629,0,0,3.060001144,0,0,3.060001144,15.30000572,0,0,0,9.180003435,0,0,0,0,0,0,0,0,0,0,NA,0,NA,2019-11-03,ACCSAC1,07:35:00,9.49,64.5,91.5,59,0.04,90.6,10.36,7.1,9.82,2.31,0.85,56793,57575,1,NA,1.485442106,0
