"","LOCATION","DateTime","DO.mg","Temp.F"
"1974","RRCAN",2021-02-23 00:56:35,9.86,54.72
"1975","RRCAN",2021-02-23 01:06:35,9.86,54.68
"1976","RRCAN",2021-02-23 01:16:35,9.84,54.68
"1977","RRCAN",2021-02-23 01:26:35,9.85,54.64
"1978","RRCAN",2021-02-23 01:36:35,9.85,54.64
"1979","RRCAN",2021-02-23 01:46:35,9.82,54.61
"1980","RRCAN",2021-02-23 01:56:35,9.79,54.61
"1981","RRCAN",2021-02-23 02:06:35,9.79,54.64
"1982","RRCAN",2021-02-23 02:16:35,9.79,54.68
"1983","RRCAN",2021-02-23 02:26:35,9.8,54.68
"1984","RRCAN",2021-02-23 02:36:35,9.78,54.72
"1985","RRCAN",2021-02-23 02:46:35,9.78,54.72
"1986","RRCAN",2021-02-23 02:56:35,9.76,54.72
"1987","RRCAN",2021-02-23 03:06:35,9.75,54.68
"1988","RRCAN",2021-02-23 03:16:35,9.74,54.64
"1989","RRCAN",2021-02-23 03:26:35,9.74,54.57
"1990","RRCAN",2021-02-23 03:36:35,9.68,54.5
"1991","RRCAN",2021-02-23 03:46:35,9.67,54.46
"1992","RRCAN",2021-02-23 03:56:35,9.7,54.43
"1993","RRCAN",2021-02-23 04:06:35,9.7,54.32
"1994","RRCAN",2021-02-23 04:16:35,9.71,54.28
"1995","RRCAN",2021-02-23 04:26:35,9.68,54.21
"1996","RRCAN",2021-02-23 04:36:35,9.67,54.21
"1997","RRCAN",2021-02-23 04:46:35,9.66,54.14
"1998","RRCAN",2021-02-23 04:56:35,9.67,54.1
"1999","RRCAN",2021-02-23 05:06:35,9.66,54.1
"2000","RRCAN",2021-02-23 05:16:35,9.65,54.07
"2001","RRCAN",2021-02-23 05:26:35,9.62,54.03
"2002","RRCAN",2021-02-23 05:36:35,9.62,53.96
"2003","RRCAN",2021-02-23 05:46:35,9.64,53.89
"2004","RRCAN",2021-02-23 05:56:35,9.63,53.82
"2005","RRCAN",2021-02-23 06:06:35,9.61,53.82
"2006","RRCAN",2021-02-23 06:16:35,9.64,53.78
"2007","RRCAN",2021-02-23 06:26:35,9.65,53.74
"2008","RRCAN",2021-02-23 06:36:35,9.62,53.71
"2009","RRCAN",2021-02-23 06:46:35,9.63,53.6
"2010","RRCAN",2021-02-23 06:56:35,9.67,53.56
"2011","RRCAN",2021-02-23 07:06:35,9.67,53.53
"2012","RRCAN",2021-02-23 07:16:35,9.66,53.49
"2013","RRCAN",2021-02-23 07:26:35,9.7,53.49
"2014","RRCAN",2021-02-23 07:36:35,9.7,53.46
"2015","RRCAN",2021-02-23 07:46:35,9.7,53.42
"2016","RRCAN",2021-02-23 07:56:35,9.69,53.42
"2017","RRCAN",2021-02-23 08:06:35,9.69,53.42
"2018","RRCAN",2021-02-23 08:16:35,9.67,53.38
"2019","RRCAN",2021-02-23 08:26:35,9.71,53.42
"2020","RRCAN",2021-02-23 08:36:35,9.72,53.42
"2021","RRCAN",2021-02-23 08:46:35,9.73,53.42
"2022","RRCAN",2021-02-23 08:56:35,9.74,53.49
"2023","RRCAN",2021-02-23 09:06:35,9.77,53.53
"2024","RRCAN",2021-02-23 09:16:35,9.76,53.6
"2025","RRCAN",2021-02-23 09:26:35,9.77,53.71
"2026","RRCAN",2021-02-23 09:36:35,9.78,53.74
"2027","RRCAN",2021-02-23 09:46:35,9.79,53.74
"2028","RRCAN",2021-02-23 09:56:35,9.78,53.82
"2029","RRCAN",2021-02-23 10:06:35,9.75,53.92
"2030","RRCAN",2021-02-23 10:16:35,9.74,53.96
"2031","RRCAN",2021-02-23 10:26:35,9.8,54
"2032","RRCAN",2021-02-23 10:36:35,9.83,54.14
"2033","RRCAN",2021-02-23 10:46:35,9.86,54.25
"2034","RRCAN",2021-02-23 10:56:35,9.84,54.28
"2035","RRCAN",2021-02-23 11:06:35,9.87,54.32
"2036","RRCAN",2021-02-23 11:16:35,9.84,54.39
"2037","RRCAN",2021-02-23 11:26:35,9.88,54.43
"2038","RRCAN",2021-02-23 11:36:35,9.86,54.5
"2039","RRCAN",2021-02-23 11:46:35,9.9,54.57
"2040","RRCAN",2021-02-23 11:56:35,9.89,54.68
"2041","RRCAN",2021-02-23 12:06:35,9.91,54.82
"2042","RRCAN",2021-02-23 12:16:35,9.93,54.9
"2043","RRCAN",2021-02-23 12:26:35,9.95,54.97
"2044","RRCAN",2021-02-23 12:36:35,9.91,55.04
"2045","RRCAN",2021-02-23 12:46:35,9.93,55.11
"2046","RRCAN",2021-02-23 12:56:35,10,55.22
"2047","RRCAN",2021-02-23 13:06:35,9.95,55.36
"2048","RRCAN",2021-02-23 13:16:35,9.97,55.47
"2049","RRCAN",2021-02-23 13:26:35,9.98,55.58
"2050","RRCAN",2021-02-23 13:36:35,10,55.65
"2051","RRCAN",2021-02-23 13:46:35,9.98,55.69
"2052","RRCAN",2021-02-23 13:56:35,10,55.76
"2053","RRCAN",2021-02-23 14:06:35,9.97,55.83
"2054","RRCAN",2021-02-23 14:16:35,10.01,55.9
"2055","RRCAN",2021-02-23 14:26:35,9.98,56.05
"2056","RRCAN",2021-02-23 14:36:35,10,56.19
"2057","RRCAN",2021-02-23 14:46:35,10.01,56.23
"2058","RRCAN",2021-02-23 14:56:35,10,56.23
"2059","RRCAN",2021-02-23 15:06:35,10,56.26
"2060","RRCAN",2021-02-23 15:16:35,10.03,56.3
"2061","RRCAN",2021-02-23 15:26:35,10.05,56.34
"2062","RRCAN",2021-02-23 15:36:35,10.02,56.34
"2063","RRCAN",2021-02-23 15:46:35,10.02,56.37
"2064","RRCAN",2021-02-23 15:56:35,10.04,56.37
"2065","RRCAN",2021-02-23 16:06:35,10.02,56.41
"2066","RRCAN",2021-02-23 16:16:35,10.01,56.44
"2067","RRCAN",2021-02-23 16:26:35,10.01,56.44
"2068","RRCAN",2021-02-23 16:36:35,10,56.37
"2069","RRCAN",2021-02-23 16:46:35,10.02,56.34
"2070","RRCAN",2021-02-23 16:56:35,10.02,56.37
"2071","RRCAN",2021-02-23 17:06:35,10.02,56.3
"2072","RRCAN",2021-02-23 17:16:35,9.97,56.23
"2073","RRCAN",2021-02-23 17:26:35,9.89,56.19
"2074","RRCAN",2021-02-23 17:36:35,9.97,56.12
"2075","RRCAN",2021-02-23 17:46:35,10.01,56.08
"2076","RRCAN",2021-02-23 17:56:35,10.01,56.05
"2077","RRCAN",2021-02-23 18:06:35,10.01,56.05
"2078","RRCAN",2021-02-23 18:16:35,10.04,56.05
"2079","RRCAN",2021-02-23 18:26:35,10.05,56.08
"2080","RRCAN",2021-02-23 18:36:35,10.02,56.08
"2081","RRCAN",2021-02-23 18:46:35,10.03,56.08
"2082","RRCAN",2021-02-23 18:56:35,10.04,56.05
"2083","RRCAN",2021-02-23 19:06:35,10.02,56.05
"2084","RRCAN",2021-02-23 19:16:35,10.01,56.01
"2085","RRCAN",2021-02-23 19:26:35,10,55.98
"2086","RRCAN",2021-02-23 19:36:35,9.98,55.98
"2087","RRCAN",2021-02-23 19:46:35,9.97,55.94
"2088","RRCAN",2021-02-23 19:56:35,9.97,55.9
"2089","RRCAN",2021-02-23 20:06:35,9.97,55.87
"2090","RRCAN",2021-02-23 20:16:35,9.94,55.87
"2091","RRCAN",2021-02-23 20:26:35,9.94,55.83
"2092","RRCAN",2021-02-23 20:36:35,9.93,55.8
"2093","RRCAN",2021-02-23 20:46:35,9.91,55.76
"2094","RRCAN",2021-02-23 20:56:35,9.92,55.76
"2095","RRCAN",2021-02-23 21:06:35,9.93,55.72
"2096","RRCAN",2021-02-23 21:16:35,9.92,55.69
"2097","RRCAN",2021-02-23 21:26:35,9.92,55.65
"2098","RRCAN",2021-02-23 21:36:35,9.92,55.62
"2099","RRCAN",2021-02-23 21:46:35,9.89,55.58
"2100","RRCAN",2021-02-23 21:56:35,9.9,55.54
"2101","RRCAN",2021-02-23 22:06:35,9.89,55.54
"2102","RRCAN",2021-02-23 22:16:35,9.87,55.54
"2103","RRCAN",2021-02-23 22:26:35,9.86,55.51
"2104","RRCAN",2021-02-23 22:36:35,9.86,55.47
"2105","RRCAN",2021-02-23 22:46:35,9.85,55.44
"2106","RRCAN",2021-02-23 22:56:35,9.85,55.4
"2107","RRCAN",2021-02-23 23:06:35,9.84,55.4
"2108","RRCAN",2021-02-23 23:16:35,9.82,55.36
"2109","RRCAN",2021-02-23 23:26:35,9.82,55.33
"2110","RRCAN",2021-02-23 23:36:35,9.81,55.26
"2111","RRCAN",2021-02-23 23:46:35,9.8,55.22
"2112","RRCAN",2021-02-23 23:56:35,9.79,55.15
"2113","RRCAN",2021-02-24 00:06:35,9.79,55.11
"2114","RRCAN",2021-02-24 00:16:35,9.78,55.08
"2115","RRCAN",2021-02-24 00:26:35,9.79,54.97
"2116","RRCAN",2021-02-24 00:36:35,9.78,54.9
"2117","RRCAN",2021-02-24 00:46:35,9.78,54.82
"2118","RRCAN",2021-02-24 00:56:35,9.77,54.82
"2119","RRCAN",2021-02-24 01:06:35,9.78,54.75
"2120","RRCAN",2021-02-24 01:16:35,9.78,54.68
"2121","RRCAN",2021-02-24 01:26:35,9.76,54.57
"2122","RRCAN",2021-02-24 01:36:35,9.77,54.46
"2123","RRCAN",2021-02-24 01:46:35,9.78,54.43
"2124","RRCAN",2021-02-24 01:56:35,9.79,54.32
"2125","RRCAN",2021-02-24 02:06:35,9.81,54.28
"2126","RRCAN",2021-02-24 02:16:35,9.8,54.18
"2127","RRCAN",2021-02-24 02:26:35,9.81,54.18
"2128","RRCAN",2021-02-24 02:36:35,9.79,54.1
"2129","RRCAN",2021-02-24 02:46:35,9.78,54.03
"2130","RRCAN",2021-02-24 02:56:35,9.78,54
"2131","RRCAN",2021-02-24 03:06:35,9.8,53.96
"2132","RRCAN",2021-02-24 03:16:35,9.79,53.89
"2133","RRCAN",2021-02-24 03:26:35,9.8,53.78
"2134","RRCAN",2021-02-24 03:36:35,9.77,53.78
"2135","RRCAN",2021-02-24 03:46:35,9.78,53.74
"2136","RRCAN",2021-02-24 03:56:35,9.76,53.67
"2137","RRCAN",2021-02-24 04:06:35,9.77,53.6
"2138","RRCAN",2021-02-24 04:16:35,9.76,53.53
"2139","RRCAN",2021-02-24 04:26:35,9.77,53.46
"2140","RRCAN",2021-02-24 04:36:35,9.76,53.42
"2141","RRCAN",2021-02-24 04:46:35,9.76,53.35
"2142","RRCAN",2021-02-24 04:56:35,9.76,53.28
"2143","RRCAN",2021-02-24 05:06:35,9.76,53.2
"2144","RRCAN",2021-02-24 05:16:35,9.77,53.13
"2145","RRCAN",2021-02-24 05:26:35,9.78,53.1
"2146","RRCAN",2021-02-24 05:36:35,9.78,53.02
"2147","RRCAN",2021-02-24 05:46:35,9.76,52.92
"2148","RRCAN",2021-02-24 05:56:35,9.77,52.84
"2149","RRCAN",2021-02-24 06:06:35,9.77,52.74
"2150","RRCAN",2021-02-24 06:16:35,9.77,52.74
"2151","RRCAN",2021-02-24 06:26:35,9.76,52.66
"2152","RRCAN",2021-02-24 06:36:35,9.77,52.59
"2153","RRCAN",2021-02-24 06:46:35,9.76,52.52
"2154","RRCAN",2021-02-24 06:56:35,9.79,52.41
"2155","RRCAN",2021-02-24 07:06:35,9.79,52.34
"2156","RRCAN",2021-02-24 07:16:35,9.79,52.23
"2157","RRCAN",2021-02-24 07:26:35,9.81,52.16
"2158","RRCAN",2021-02-24 07:36:35,9.81,52.09
"2159","RRCAN",2021-02-24 07:46:35,9.82,52.05
"2160","RRCAN",2021-02-24 07:56:35,9.85,51.94
"2161","RRCAN",2021-02-24 08:06:35,9.87,51.91
"2162","RRCAN",2021-02-24 08:16:35,9.87,51.87
"2163","RRCAN",2021-02-24 08:26:35,9.89,51.84
"2164","RRCAN",2021-02-24 08:36:35,9.89,51.84
"2165","RRCAN",2021-02-24 08:46:35,9.9,51.84
"2166","RRCAN",2021-02-24 08:56:35,9.91,51.84
"2167","RRCAN",2021-02-24 09:06:35,9.92,51.84
"2168","RRCAN",2021-02-24 09:16:35,9.94,51.87
"2169","RRCAN",2021-02-24 09:26:35,9.94,51.87
"2170","RRCAN",2021-02-24 09:36:35,9.94,51.87
"2171","RRCAN",2021-02-24 09:46:35,9.95,51.91
"2172","RRCAN",2021-02-24 09:56:35,9.95,51.94
"2173","RRCAN",2021-02-24 10:06:35,10.02,51.94
"2174","RRCAN",2021-02-24 10:16:35,10.07,51.91
"2175","RRCAN",2021-02-24 10:26:35,10.12,51.98
"2176","RRCAN",2021-02-24 10:36:35,10.16,52.02
"2177","RRCAN",2021-02-24 10:46:35,10.2,52.02
"2178","RRCAN",2021-02-24 10:56:35,10.23,52.12
"2179","RRCAN",2021-02-24 11:06:35,10.24,52.2
"2180","RRCAN",2021-02-24 11:16:35,10.23,52.27
"2181","RRCAN",2021-02-24 11:26:35,10.28,52.34
"2182","RRCAN",2021-02-24 11:36:35,10.33,52.34
"2183","RRCAN",2021-02-24 11:46:35,10.35,52.45
"2184","RRCAN",2021-02-24 11:56:35,10.36,52.56
"2185","RRCAN",2021-02-24 12:06:35,10.33,52.63
"2186","RRCAN",2021-02-24 12:16:35,10.37,52.74
"2187","RRCAN",2021-02-24 12:26:35,10.4,52.77
"2188","RRCAN",2021-02-24 12:36:35,10.39,52.84
"2189","RRCAN",2021-02-24 12:46:35,10.4,53.02
"2190","RRCAN",2021-02-24 12:56:35,10.43,53.1
"2191","RRCAN",2021-02-24 13:06:35,10.44,53.17
"2192","RRCAN",2021-02-24 13:16:35,10.44,53.31
"2193","RRCAN",2021-02-24 13:26:35,10.44,53.42
"2194","RRCAN",2021-02-24 13:36:35,10.45,53.53
"2195","RRCAN",2021-02-24 13:46:35,10.44,53.6
"2196","RRCAN",2021-02-24 13:56:35,10.44,53.74
"2197","RRCAN",2021-02-24 14:06:35,10.45,53.82
"2198","RRCAN",2021-02-24 14:16:35,10.44,53.96
"2199","RRCAN",2021-02-24 14:26:35,10.45,54
"2200","RRCAN",2021-02-24 14:36:35,10.47,54
"2201","RRCAN",2021-02-24 14:46:35,10.48,54.07
"2202","RRCAN",2021-02-24 14:56:35,10.48,54.18
"2203","RRCAN",2021-02-24 15:06:35,10.48,54.14
"2204","RRCAN",2021-02-24 15:16:35,10.51,54.14
"2205","RRCAN",2021-02-24 15:26:35,10.51,54.18
"2206","RRCAN",2021-02-24 15:36:35,10.53,54.18
"2207","RRCAN",2021-02-24 15:46:35,10.54,54.21
"2208","RRCAN",2021-02-24 15:56:35,10.55,54.18
"2209","RRCAN",2021-02-24 16:06:35,10.57,54.18
"2210","RRCAN",2021-02-24 16:16:35,10.58,54.14
"2211","RRCAN",2021-02-24 16:26:35,10.61,54.1
"2212","RRCAN",2021-02-24 16:36:35,10.62,54.03
"2213","RRCAN",2021-02-24 16:46:35,10.61,54
"2214","RRCAN",2021-02-24 16:56:35,10.64,53.92
"2215","RRCAN",2021-02-24 17:06:35,10.63,53.85
"2216","RRCAN",2021-02-24 17:16:35,10.65,53.74
"2217","RRCAN",2021-02-24 17:26:35,10.63,53.64
"2218","RRCAN",2021-02-24 17:36:35,10.68,53.53
"2219","RRCAN",2021-02-24 17:46:35,10.67,53.42
"2220","RRCAN",2021-02-24 17:56:35,10.69,53.31
"2221","RRCAN",2021-02-24 18:06:35,10.7,53.2
"2222","RRCAN",2021-02-24 18:16:35,10.7,53.1
"2223","RRCAN",2021-02-24 18:26:35,10.72,52.99
"2224","RRCAN",2021-02-24 18:36:35,10.72,52.88
"2225","RRCAN",2021-02-24 18:46:35,10.75,52.81
"2226","RRCAN",2021-02-24 18:56:35,10.74,52.7
"2227","RRCAN",2021-02-24 19:06:35,10.75,52.63
"2228","RRCAN",2021-02-24 19:16:35,10.76,52.56
"2229","RRCAN",2021-02-24 19:26:35,10.75,52.45
"2230","RRCAN",2021-02-24 19:36:35,10.76,52.38
"2231","RRCAN",2021-02-24 19:46:35,10.77,52.27
"2232","RRCAN",2021-02-24 19:56:35,10.77,52.2
"2233","RRCAN",2021-02-24 20:06:35,10.78,52.12
"2234","RRCAN",2021-02-24 20:16:35,10.78,52.02
"2235","RRCAN",2021-02-24 20:26:35,10.78,51.94
"2236","RRCAN",2021-02-24 20:36:35,10.77,51.8
"2237","RRCAN",2021-02-24 20:46:35,10.79,51.76
"2238","RRCAN",2021-02-24 20:56:35,10.77,51.73
"2239","RRCAN",2021-02-24 21:06:35,10.78,51.62
"2240","RRCAN",2021-02-24 21:16:35,10.81,51.51
"2241","RRCAN",2021-02-24 21:26:35,10.8,51.44
"2242","RRCAN",2021-02-24 21:36:35,10.81,51.37
"2243","RRCAN",2021-02-24 21:46:35,10.81,51.22
"2244","RRCAN",2021-02-24 21:56:35,10.83,51.12
"2245","RRCAN",2021-02-24 22:06:35,10.83,51.01
"2246","RRCAN",2021-02-24 22:16:35,10.83,50.9
"2247","RRCAN",2021-02-24 22:26:35,10.85,50.79
"2248","RRCAN",2021-02-24 22:36:35,10.86,50.68
"2249","RRCAN",2021-02-24 22:46:35,10.87,50.58
"2250","RRCAN",2021-02-24 22:56:35,10.87,50.43
"2251","RRCAN",2021-02-24 23:06:35,10.88,50.32
"2252","RRCAN",2021-02-24 23:16:35,10.9,50.25
"2253","RRCAN",2021-02-24 23:26:35,10.89,50.14
"2254","RRCAN",2021-02-24 23:36:35,10.89,50.07
"2255","RRCAN",2021-02-24 23:46:35,10.89,50
"2256","RRCAN",2021-02-24 23:56:35,10.89,49.89
"2257","RRCAN",2021-02-25 00:06:35,10.9,49.78
"2258","RRCAN",2021-02-25 00:16:35,10.89,49.71
"2259","RRCAN",2021-02-25 00:26:35,10.89,49.64
"2260","RRCAN",2021-02-25 00:36:35,10.88,49.53
"2261","RRCAN",2021-02-25 00:46:35,10.9,49.42
"2262","RRCAN",2021-02-25 00:56:35,10.87,49.35
"2263","RRCAN",2021-02-25 01:06:35,10.89,49.28
"2264","RRCAN",2021-02-25 01:16:35,10.9,49.17
"2265","RRCAN",2021-02-25 01:26:35,10.89,49.1
"2266","RRCAN",2021-02-25 01:36:35,10.89,48.99
"2267","RRCAN",2021-02-25 01:46:35,10.87,48.88
"2268","RRCAN",2021-02-25 01:56:35,10.89,48.81
"2269","RRCAN",2021-02-25 02:06:35,10.89,48.74
"2270","RRCAN",2021-02-25 02:16:35,10.88,48.67
"2271","RRCAN",2021-02-25 02:26:35,10.87,48.6
"2272","RRCAN",2021-02-25 02:36:35,10.89,48.45
"2273","RRCAN",2021-02-25 02:46:35,10.88,48.38
"2274","RRCAN",2021-02-25 02:56:35,10.91,48.31
"2275","RRCAN",2021-02-25 03:06:35,10.92,48.2
"2276","RRCAN",2021-02-25 03:16:35,10.92,48.13
"2277","RRCAN",2021-02-25 03:26:35,10.95,48.02
"2278","RRCAN",2021-02-25 03:36:35,10.95,47.95
"2279","RRCAN",2021-02-25 03:46:35,10.96,47.84
"2280","RRCAN",2021-02-25 03:56:35,10.98,47.73
"2281","RRCAN",2021-02-25 04:06:35,11,47.66
"2282","RRCAN",2021-02-25 04:16:35,11.02,47.62
"2283","RRCAN",2021-02-25 04:26:35,11.01,47.52
"2284","RRCAN",2021-02-25 04:36:35,11.03,47.44
"2285","RRCAN",2021-02-25 04:46:35,11.05,47.37
"2286","RRCAN",2021-02-25 04:56:35,11.05,47.34
"2287","RRCAN",2021-02-25 05:06:35,11.07,47.23
"2288","RRCAN",2021-02-25 05:16:35,11.07,47.16
"2289","RRCAN",2021-02-25 05:26:35,11.08,47.08
"2290","RRCAN",2021-02-25 05:36:35,11.09,47.01
"2291","RRCAN",2021-02-25 05:46:35,11.09,46.9
"2292","RRCAN",2021-02-25 05:56:35,11.11,46.83
"2293","RRCAN",2021-02-25 06:06:35,11.12,46.76
"2294","RRCAN",2021-02-25 06:16:35,11.07,46.76
"2295","RRCAN",2021-02-25 06:26:35,11.15,46.65
"2296","RRCAN",2021-02-25 06:36:35,11.13,46.58
"2297","RRCAN",2021-02-25 06:46:35,11.15,46.58
"2298","RRCAN",2021-02-25 06:56:35,11.15,46.54
"2299","RRCAN",2021-02-25 07:06:35,11.14,46.51
"2300","RRCAN",2021-02-25 07:16:35,11.16,46.44
"2301","RRCAN",2021-02-25 07:26:35,11.17,46.36
"2302","RRCAN",2021-02-25 07:36:35,11.17,46.33
"2303","RRCAN",2021-02-25 07:46:35,11.19,46.29
"2304","RRCAN",2021-02-25 07:56:35,11.19,46.26
"2305","RRCAN",2021-02-25 08:06:35,11.2,46.22
"2306","RRCAN",2021-02-25 08:16:35,11.23,46.18
"2307","RRCAN",2021-02-25 08:26:35,11.23,46.18
"2308","RRCAN",2021-02-25 08:36:35,11.26,46.15
"2309","RRCAN",2021-02-25 08:46:35,11.27,46.15
"2310","RRCAN",2021-02-25 08:56:35,11.26,46.15
"2311","RRCAN",2021-02-25 09:06:35,11.28,46.11
"2312","RRCAN",2021-02-25 09:16:35,11.29,46.08
"2313","RRCAN",2021-02-25 09:26:35,11.31,46.08
"2314","RRCAN",2021-02-25 09:36:35,11.32,46.08
"2315","RRCAN",2021-02-25 09:46:35,11.3,46.11
"2316","RRCAN",2021-02-25 09:56:35,11.31,46.18
"2317","RRCAN",2021-02-25 10:06:35,11.32,46.18
"2318","RRCAN",2021-02-25 10:16:35,11.36,46.26
"2319","RRCAN",2021-02-25 10:26:35,11.35,46.33
"2320","RRCAN",2021-02-25 10:36:35,11.33,46.4
"2321","RRCAN",2021-02-25 10:46:35,11.35,46.47
"2322","RRCAN",2021-02-25 10:56:35,11.37,46.62
"2323","RRCAN",2021-02-25 11:06:35,11.34,46.69
"2324","RRCAN",2021-02-25 11:16:35,11.36,46.72
"2325","RRCAN",2021-02-25 11:26:35,11.39,46.87
"2326","RRCAN",2021-02-25 11:36:35,11.33,46.98
"2327","RRCAN",2021-02-25 11:46:35,11.34,47.05
"2328","RRCAN",2021-02-25 11:56:35,11.37,47.23
"2329","RRCAN",2021-02-25 12:06:35,11.38,47.34
"2330","RRCAN",2021-02-25 12:16:35,11.37,47.44
"2331","RRCAN",2021-02-25 12:26:35,11.37,47.59
"2332","RRCAN",2021-02-25 12:36:35,11.36,47.66
"2333","RRCAN",2021-02-25 12:46:35,11.37,47.84
"2334","RRCAN",2021-02-25 12:56:35,11.37,47.95
"2335","RRCAN",2021-02-25 13:06:35,11.36,47.98
"2336","RRCAN",2021-02-25 13:16:35,11.32,48.09
"2337","RRCAN",2021-02-25 13:26:35,11.33,48.38
"2338","RRCAN",2021-02-25 13:36:35,11.35,48.52
"2339","RRCAN",2021-02-25 13:46:35,11.37,48.81
"2340","RRCAN",2021-02-25 13:56:35,11.34,48.85
"2341","RRCAN",2021-02-25 14:06:35,11.37,48.96
"2342","RRCAN",2021-02-25 14:16:35,11.36,48.99
"2343","RRCAN",2021-02-25 14:26:35,11.39,49.06
"2344","RRCAN",2021-02-25 14:36:35,11.36,49.35
"2345","RRCAN",2021-02-25 14:46:35,11.34,49.5
"2346","RRCAN",2021-02-25 14:56:35,11.27,49.35
"2347","RRCAN",2021-02-25 15:06:35,11.29,49.39
"2348","RRCAN",2021-02-25 15:16:35,11.33,49.6
"2349","RRCAN",2021-02-25 15:26:35,11.36,49.86
"2350","RRCAN",2021-02-25 15:36:35,11.34,50.11
"2351","RRCAN",2021-02-25 15:46:35,11.34,50.04
"2352","RRCAN",2021-02-25 15:56:35,11.35,50.29
"2353","RRCAN",2021-02-25 16:06:35,11.29,50.25
"2354","RRCAN",2021-02-25 16:16:35,11.3,50.25
"2355","RRCAN",2021-02-25 16:26:35,11.27,50.18
"2356","RRCAN",2021-02-25 16:36:35,11.3,50.29
"2357","RRCAN",2021-02-25 16:46:35,11.32,50.43
"2358","RRCAN",2021-02-25 16:56:35,11.32,50.54
"2359","RRCAN",2021-02-25 17:06:35,11.29,50.58
"2360","RRCAN",2021-02-25 17:16:35,11.27,50.43
"2361","RRCAN",2021-02-25 17:26:35,11.25,50.4
"2362","RRCAN",2021-02-25 17:36:35,11.24,50.29
"2363","RRCAN",2021-02-25 17:46:35,11.21,50.14
"2364","RRCAN",2021-02-25 17:56:35,11.19,50.07
"2365","RRCAN",2021-02-25 18:06:35,11.2,49.93
"2366","RRCAN",2021-02-25 18:16:35,11.24,49.75
"2367","RRCAN",2021-02-25 18:26:35,11.2,49.64
"2368","RRCAN",2021-02-25 18:36:35,11.18,49.46
"2369","RRCAN",2021-02-25 18:46:35,11.2,49.32
"2370","RRCAN",2021-02-25 18:56:35,11.19,49.17
"2371","RRCAN",2021-02-25 19:06:35,11.19,49.03
"2372","RRCAN",2021-02-25 19:16:35,11.24,48.92
"2373","RRCAN",2021-02-25 19:26:35,11.19,48.88
"2374","RRCAN",2021-02-25 19:36:35,11.2,48.81
"2375","RRCAN",2021-02-25 19:46:35,11.21,48.78
"2376","RRCAN",2021-02-25 19:56:35,11.21,48.74
"2377","RRCAN",2021-02-25 20:06:35,11.21,48.7
"2378","RRCAN",2021-02-25 20:16:35,11.2,48.67
"2379","RRCAN",2021-02-25 20:26:35,11.18,48.6
"2380","RRCAN",2021-02-25 20:36:35,11.19,48.56
"2381","RRCAN",2021-02-25 20:46:35,11.2,48.49
"2382","RRCAN",2021-02-25 20:56:35,11.19,48.45
"2383","RRCAN",2021-02-25 21:06:35,11.2,48.42
"2384","RRCAN",2021-02-25 21:16:35,11.2,48.38
"2385","RRCAN",2021-02-25 21:26:35,11.22,48.34
"2386","RRCAN",2021-02-25 21:36:35,11.19,48.31
"2387","RRCAN",2021-02-25 21:46:35,11.21,48.27
"2388","RRCAN",2021-02-25 21:56:35,11.19,48.24
"2389","RRCAN",2021-02-25 22:06:35,11.21,48.16
"2390","RRCAN",2021-02-25 22:16:35,11.21,48.13
"2391","RRCAN",2021-02-25 22:26:35,11.17,48.09
"2392","RRCAN",2021-02-25 22:36:35,11.18,48.06
"2393","RRCAN",2021-02-25 22:46:35,11.17,48.02
"2394","RRCAN",2021-02-25 22:56:35,11.17,47.98
"2395","RRCAN",2021-02-25 23:06:35,11.2,47.95
"2396","RRCAN",2021-02-25 23:16:35,11.19,47.95
"2397","RRCAN",2021-02-25 23:26:35,11.18,47.91
"2398","RRCAN",2021-02-25 23:36:35,11.18,47.88
"2399","RRCAN",2021-02-25 23:46:35,11.17,47.8
"2400","RRCAN",2021-02-25 23:56:35,11.16,47.8
"2401","RRCAN",2021-02-26 00:06:35,11.16,47.73
"2402","RRCAN",2021-02-26 00:16:35,11.16,47.7
"2403","RRCAN",2021-02-26 00:26:35,11.18,47.66
"2404","RRCAN",2021-02-26 00:36:35,11.16,47.66
"2405","RRCAN",2021-02-26 00:46:35,11.18,47.59
"2406","RRCAN",2021-02-26 00:56:35,11.19,47.55
"2407","RRCAN",2021-02-26 01:06:35,11.2,47.48
"2408","RRCAN",2021-02-26 01:16:35,11.18,47.48
"2409","RRCAN",2021-02-26 01:26:35,11.17,47.41
"2410","RRCAN",2021-02-26 01:36:35,11.21,47.34
"2411","RRCAN",2021-02-26 01:46:35,11.24,47.3
"2412","RRCAN",2021-02-26 01:56:35,11.29,47.3
"2413","RRCAN",2021-02-26 02:06:35,11.27,47.34
"2414","RRCAN",2021-02-26 02:16:35,11.26,47.3
"2415","RRCAN",2021-02-26 02:26:35,11.26,47.3
"2416","RRCAN",2021-02-26 02:36:35,11.28,47.34
"2417","RRCAN",2021-02-26 02:46:35,11.26,47.3
"2418","RRCAN",2021-02-26 02:56:35,11.28,47.34
"2419","RRCAN",2021-02-26 03:06:35,11.26,47.3
"2420","RRCAN",2021-02-26 03:16:35,11.26,47.3
"2421","RRCAN",2021-02-26 03:26:35,11.27,47.3
"2422","RRCAN",2021-02-26 03:36:35,11.28,47.3
"2423","RRCAN",2021-02-26 03:46:35,11.29,47.3
"2424","RRCAN",2021-02-26 03:56:35,11.31,47.34
